日期,时间,金价(USD/盎司),金价(CNY/克)
2026-02-09,16:40:00,5025.40,1121.30
2026-02-09,16:45:00,5030.80,1122.50
2026-02-09,16:50:00,5029.20,1122.15
2026-02-09,16:55:00,5025.80,1121.39
2026-02-09,17:00:00,5027.60,1121.79
2026-02-09,17:05:00,5036.60,1123.80
2026-02-09,17:10:00,5028.40,1121.97
2026-02-09,17:15:00,5028.20,1121.92
2026-02-09,17:20:00,5024.10,1121.01
2026-02-09,17:25:00,5027.40,1121.74
2026-02-09,17:30:00,5024.60,1121.12
2026-02-09,17:35:00,5019.90,1120.07
2026-02-09,17:40:00,5017.10,1119.45
2026-02-09,17:45:00,5016.80,1119.38
2026-02-09,17:50:00,5014.10,1118.78
2026-02-09,17:55:00,5011.20,1118.13
2026-02-09,18:00:00,5006.80,1117.15
2026-02-09,18:05:00,5000.20,1115.67
2026-02-09,18:10:00,5012.00,1118.31
2026-02-09,18:15:00,5010.70,1118.02
2026-02-09,18:20:00,5007.90,1117.39
2026-02-09,18:25:00,5012.50,1118.42
2026-02-09,18:30:00,4990.30,1113.47
2026-02-09,18:35:00,4990.80,1113.58
2026-02-09,18:40:00,4996.70,1114.89
2026-02-09,18:45:00,4989.00,1113.18
2026-02-09,18:50:00,4995.10,1114.54
2026-02-09,18:55:00,4996.90,1114.94
2026-02-09,19:00:00,4992.00,1113.85
2026-02-09,19:05:00,4998.00,1115.18
2026-02-09,19:10:00,4996.00,1114.74
2026-02-09,19:15:00,4994.70,1114.45
2026-02-09,19:20:00,4998.50,1115.30
2026-02-09,19:25:00,4998.90,1115.38
2026-02-09,19:30:00,5004.00,1116.52
2026-02-09,19:35:00,5005.10,1116.77
2026-02-09,19:40:00,5006.30,1117.04
2026-02-09,19:45:00,5012.00,1118.31
2026-02-09,19:50:00,5010.40,1117.95
2026-02-09,19:55:00,5016.00,1119.20
2026-02-09,20:00:00,5013.40,1118.62
2026-02-09,20:05:00,5008.90,1117.62
2026-02-09,20:10:00,5016.70,1119.36
2026-02-09,20:15:00,5018.00,1119.65
2026-02-09,20:20:00,5012.50,1118.42
2026-02-09,20:25:00,5016.70,1119.36
2026-02-09,20:30:00,5013.50,1118.64
2026-02-09,20:35:00,5014.50,1118.87
2026-02-09,20:40:00,5016.90,1119.40
2026-02-09,20:45:00,5017.90,1119.62
2026-02-09,20:50:00,5017.00,1119.42
2026-02-09,20:55:00,5018.50,1119.76
2026-02-09,21:00:00,5013.10,1118.55
2026-02-09,21:05:00,5019.90,1120.07
2026-02-09,21:10:00,5023.70,1120.92
2026-02-09,21:15:00,5022.70,1120.70
2026-02-09,21:20:00,5017.30,1119.49
2026-02-09,21:25:00,5013.30,1118.60
2026-02-09,21:30:00,5010.50,1117.97
2026-02-09,21:35:00,5006.20,1117.01
2026-02-09,21:40:00,5007.70,1117.35
2026-02-09,21:45:00,4997.00,1114.96
2026-02-09,21:50:00,5002.90,1116.28
2026-02-09,21:55:00,5010.40,1117.95
2026-02-09,22:00:00,5006.20,1117.01
2026-02-09,22:05:00,5008.30,1117.48
2026-02-09,22:10:00,5016.50,1119.31
2026-02-09,22:15:00,5012.20,1118.35
2026-02-09,22:20:00,5017.20,1119.47
2026-02-09,22:25:00,5018.70,1119.80
2026-02-09,22:30:00,5023.70,1120.92
2026-02-09,22:35:00,5033.90,1123.19
2026-02-09,22:40:00,5029.30,1122.17
2026-02-09,22:45:00,5037.80,1124.06
2026-02-09,22:50:00,5033.80,1123.17
2026-02-09,22:55:00,5040.40,1124.64
2026-02-09,23:00:00,5041.00,1124.78
2026-02-09,23:05:00,5035.80,1123.62
2026-02-09,23:10:00,5034.80,1123.39
2026-02-09,23:15:00,5035.60,1123.57
2026-02-09,23:20:00,5026.60,1121.57
2026-02-09,23:25:00,5033.50,1123.10
2026-02-09,23:30:00,5034.30,1123.28
2026-02-09,23:35:00,5049.20,1126.61
2026-02-09,23:40:00,5053.10,1127.48
2026-02-09,23:45:00,5053.70,1127.61
2026-02-09,23:50:00,5058.90,1128.77
2026-02-09,23:55:00,5058.30,1128.64
2026-02-10,00:00:00,5058.90,1128.77
2026-02-10,00:05:00,5065.70,1130.29
2026-02-10,00:10:00,5067.70,1130.74
2026-02-10,00:15:00,5064.30,1129.98
2026-02-10,00:20:00,5068.50,1130.91
2026-02-10,00:25:00,5075.90,1132.57
2026-02-10,00:30:00,5075.00,1132.36
2026-02-10,00:35:00,5070.30,1131.32
2026-02-10,00:40:00,5073.80,1132.10
2026-02-10,00:45:00,5078.60,1133.17
2026-02-10,00:50:00,5077.80,1132.99
2026-02-10,00:55:00,5075.60,1132.50
2026-02-10,01:00:00,5075.80,1132.54
2026-02-10,01:05:00,5070.70,1131.41
2026-02-10,01:10:00,5066.50,1130.47
2026-02-10,01:15:00,5065.00,1130.13
2026-02-10,01:20:00,5070.10,1131.27
2026-02-10,01:25:00,5071.50,1131.58
2026-02-10,01:30:00,5068.80,1130.98
2026-02-10,01:35:00,5071.20,1131.52
2026-02-10,01:40:00,5069.20,1131.07
2026-02-10,01:45:00,5063.70,1129.84
2026-02-10,01:50:00,5060.40,1129.11
2026-02-10,01:55:00,5053.40,1127.55
2026-02-10,02:00:00,5047.30,1126.18
2026-02-10,02:05:00,5054.30,1127.75
2026-02-10,02:10:00,5054.20,1127.72
2026-02-10,02:15:00,5058.90,1128.77
2026-02-10,02:20:00,5055.90,1128.10
2026-02-10,02:25:00,5054.10,1127.70
2026-02-10,02:30:00,5056.00,1128.13
2026-02-10,02:35:00,5052.90,1127.43
2026-02-10,02:40:00,5058.10,1128.59
2026-02-10,02:45:00,5057.70,1128.50
2026-02-10,02:50:00,5054.80,1127.86
2026-02-10,02:55:00,5057.60,1128.48
2026-02-10,03:00:00,5063.80,1129.87
2026-02-10,03:05:00,5066.70,1130.51
2026-02-10,03:10:00,5067.60,1130.71
2026-02-10,03:15:00,5068.20,1130.85
2026-02-10,03:20:00,5070.50,1131.36
2026-02-10,03:25:00,5069.80,1131.20
2026-02-10,03:30:00,5074.60,1132.28
2026-02-10,03:35:00,5079.30,1133.32
2026-02-10,03:40:00,5077.50,1132.92
2026-02-10,03:45:00,5076.80,1132.77
2026-02-10,03:50:00,5075.80,1132.54
2026-02-10,03:55:00,5076.20,1132.63
2026-02-10,04:00:00,5075.50,1132.48
2026-02-10,04:05:00,5078.80,1133.21
2026-02-10,04:10:00,5076.30,1132.65
2026-02-10,04:15:00,5080.00,1133.48
2026-02-10,04:20:00,5078.50,1133.15
2026-02-10,04:25:00,5081.50,1133.81
2026-02-10,04:30:00,5081.50,1133.81
2026-02-10,04:35:00,5083.80,1134.33
2026-02-10,04:40:00,5079.00,1133.26
2026-02-10,04:45:00,5082.10,1133.95
2026-02-10,04:50:00,5077.20,1132.86
2026-02-10,04:55:00,5081.00,1133.70
2026-02-10,05:00:00,5082.90,1134.13
2026-02-10,05:05:00,5076.40,1132.68
2026-02-10,05:10:00,5068.80,1130.98
2026-02-10,05:15:00,5069.10,1131.05
2026-02-10,05:20:00,5063.50,1129.80
2026-02-10,05:25:00,5066.10,1130.38
2026-02-10,05:30:00,5051.60,1127.14
2026-02-10,05:35:00,5056.10,1128.15
2026-02-10,05:40:00,5059.00,1128.79
2026-02-10,05:45:00,5063.30,1129.75
2026-02-10,05:50:00,5063.10,1129.71
2026-02-10,05:55:00,5065.60,1130.27
2026-02-10,06:00:00,5058.70,1128.73
2026-02-10,06:05:00,5060.40,1129.11
2026-02-10,06:10:00,5060.40,1129.11
2026-02-10,06:15:00,5060.40,1129.11
2026-02-10,06:20:00,5060.40,1129.11
2026-02-10,06:25:00,5060.40,1129.11
2026-02-10,06:30:00,5060.40,1129.11
2026-02-10,06:35:00,5060.40,1129.11
2026-02-10,06:40:00,5060.40,1129.11
2026-02-10,06:45:00,5060.40,1129.11
2026-02-10,06:50:00,5060.40,1129.11
2026-02-10,06:55:00,5060.40,1129.11
2026-02-10,07:00:00,5060.40,1129.11
2026-02-10,07:05:00,5067.20,1130.62
2026-02-10,07:10:00,5053.50,1127.57
2026-02-10,07:15:00,5024.80,1121.16
2026-02-10,07:20:00,5017.40,1119.51
2026-02-10,07:25:00,5011.20,1118.13
2026-02-10,07:30:00,5023.80,1120.94
2026-02-10,07:35:00,5023.30,1120.83
2026-02-10,07:40:00,5021.50,1120.43
2026-02-10,07:45:00,5038.50,1124.22
2026-02-10,07:50:00,5034.00,1123.22
2026-02-10,07:55:00,5038.20,1124.15
2026-02-10,08:00:00,5034.30,1123.28
2026-02-10,08:05:00,5047.00,1126.12
2026-02-10,08:10:00,5045.00,1125.67
2026-02-10,08:15:00,5034.90,1123.42
2026-02-10,08:20:00,5038.60,1122.62
2026-02-10,08:25:00,5038.70,1122.65
2026-02-10,08:30:00,5038.70,1122.65
2026-02-10,08:35:00,5041.40,1123.25
2026-02-10,08:40:00,5023.20,1119.19
2026-02-10,08:45:00,5025.40,1119.68
2026-02-10,08:50:00,5016.00,1117.59
2026-02-10,08:55:00,5015.80,1117.54
2026-02-10,09:00:00,5019.40,1118.34
2026-02-10,09:05:00,5027.30,1120.11
2026-02-10,09:10:00,5028.20,1120.31
2026-02-10,09:15:00,5034.40,1121.69
2026-02-10,09:20:00,5032.00,1121.15
2026-02-10,09:25:00,5020.20,1118.52
2026-02-10,09:30:00,5016.20,1117.63
2026-02-10,09:35:00,5022.40,1119.01
2026-02-10,09:40:00,5025.00,1119.59
2026-02-10,09:45:00,5024.80,1119.55
2026-02-10,09:50:00,5033.10,1121.40
2026-02-10,09:55:00,5032.80,1121.33
2026-02-10,10:00:00,5030.10,1120.73
2026-02-10,10:05:00,5038.10,1122.51
2026-02-10,10:10:00,5045.00,1124.05
2026-02-10,10:15:00,5045.10,1124.07
2026-02-10,10:20:00,5043.60,1123.74
2026-02-10,10:25:00,5052.80,1125.79
2026-02-10,10:30:00,5050.00,1125.16
2026-02-10,10:35:00,5047.00,1124.49
2026-02-10,10:40:00,5044.90,1124.03
2026-02-10,10:45:00,5051.80,1125.56
2026-02-10,10:50:00,5048.00,1124.72
2026-02-10,10:55:00,5041.60,1123.29
2026-02-10,11:00:00,5043.10,1123.63
2026-02-10,11:05:00,5037.40,1122.36
2026-02-10,11:10:00,5031.10,1120.95
2026-02-10,11:15:00,5032.20,1121.20
2026-02-10,11:20:00,5019.80,1118.43
2026-02-10,11:25:00,5026.50,1119.93
2026-02-10,11:30:00,5024.00,1119.37
2026-02-10,11:35:00,5031.40,1121.02
2026-02-10,11:40:00,5031.20,1120.97
2026-02-10,11:45:00,5025.70,1119.75
2026-02-10,11:50:00,5027.40,1120.13
2026-02-10,11:55:00,5027.00,1120.04
2026-02-10,12:00:00,5028.90,1120.46
2026-02-10,12:05:00,5025.60,1119.73
2026-02-10,12:10:00,5024.70,1119.53
2026-02-10,12:15:00,5026.40,1119.90
2026-02-10,12:20:00,5027.90,1120.24
2026-02-10,12:25:00,5025.90,1119.79
2026-02-10,12:30:00,5027.90,1120.24
2026-02-10,12:35:00,5026.60,1119.95
2026-02-10,12:40:00,5025.10,1119.61
2026-02-10,12:45:00,5027.10,1120.06
2026-02-10,12:50:00,5032.10,1121.17
2026-02-10,12:55:00,5032.90,1121.35
2026-02-10,13:00:00,5032.80,1121.33
2026-02-10,13:05:00,5032.70,1121.31
2026-02-10,13:10:00,5033.00,1121.38
2026-02-10,13:15:00,5031.30,1121.00
2026-02-10,13:20:00,5025.00,1119.59
2026-02-10,13:25:00,5023.90,1119.35
2026-02-10,13:30:00,5018.20,1118.08
2026-02-10,13:35:00,5024.40,1119.46
2026-02-10,13:40:00,5025.10,1119.61
2026-02-10,13:45:00,5030.10,1120.73
2026-02-10,13:50:00,5036.50,1122.15
2026-02-10,13:55:00,5039.00,1122.71
2026-02-10,14:00:00,5040.90,1123.14
2026-02-10,14:05:00,5040.10,1122.96
2026-02-10,14:10:00,5044.30,1123.89
2026-02-10,14:15:00,5037.50,1122.38
2026-02-10,14:20:00,5036.40,1122.13
2026-02-10,14:25:00,5036.80,1122.22
2026-02-10,14:30:00,5034.70,1121.75
2026-02-10,14:35:00,5035.50,1121.93
2026-02-10,14:40:00,5033.70,1121.53
2026-02-10,14:45:00,5031.00,1120.93
2026-02-10,14:50:00,5031.70,1121.09
2026-02-10,14:55:00,5023.20,1119.19
2026-02-10,15:00:00,5026.30,1119.88
2026-02-10,15:05:00,5028.20,1120.31
2026-02-10,15:10:00,5029.90,1120.68
2026-02-10,15:15:00,5030.60,1120.84
2026-02-10,15:20:00,5031.20,1120.97
2026-02-10,15:25:00,5023.60,1119.28
2026-02-10,15:30:00,5026.30,1119.88
2026-02-10,15:35:00,5031.60,1121.06
2026-02-10,15:40:00,5028.70,1120.42
2026-02-10,15:45:00,5031.90,1121.13
2026-02-10,15:50:00,5029.10,1120.51
2026-02-10,15:55:00,5035.20,1121.87
2026-02-10,16:00:00,5033.60,1121.51
2026-02-10,16:05:00,5037.10,1122.29
2026-02-10,16:10:00,5037.50,1122.38
2026-02-10,16:15:00,5035.20,1121.87
2026-02-10,16:20:00,5040.30,1123.00
2026-02-10,16:25:00,5038.40,1122.58
2026-02-10,16:30:00,5038.80,1122.67
2026-02-10,16:35:00,5037.30,1122.33
2026-02-10,16:40:00,5044.30,1123.89
2026-02-10,16:45:00,5048.20,1124.76
2026-02-10,16:50:00,5052.90,1125.81
2026-02-10,16:55:00,5050.10,1125.19
2026-02-10,17:00:00,5044.30,1123.89
2026-02-10,17:05:00,5050.50,1125.27
2026-02-10,17:10:00,5057.00,1126.72
2026-02-10,17:15:00,5053.40,1125.92
2026-02-10,17:20:00,5049.80,1125.12
2026-02-10,17:25:00,5056.20,1126.54
2026-02-10,17:30:00,5055.00,1126.28
2026-02-10,17:35:00,5049.70,1125.10
2026-02-10,17:40:00,5048.90,1124.92
2026-02-10,17:45:00,5048.60,1124.85
2026-02-10,17:50:00,5046.60,1124.41
2026-02-10,17:55:00,5048.00,1124.72
2026-02-10,18:00:00,5046.30,1124.34
2026-02-10,18:05:00,5050.80,1125.34
2026-02-10,18:10:00,5049.90,1125.14
2026-02-10,18:15:00,5043.10,1123.63
2026-02-10,18:20:00,5042.00,1123.38
2026-02-10,18:25:00,5048.30,1124.78
2026-02-10,18:30:00,5048.30,1124.78
2026-02-10,18:35:00,5054.30,1126.12
2026-02-10,18:40:00,5054.20,1126.10
2026-02-10,18:45:00,5058.00,1126.95
2026-02-10,18:50:00,5054.70,1126.21
2026-02-10,18:55:00,5054.40,1126.14
2026-02-10,19:00:00,5047.70,1124.65
2026-02-10,19:05:00,5046.20,1124.32
2026-02-10,19:10:00,5052.00,1125.61
2026-02-10,19:15:00,5051.50,1125.50
2026-02-10,19:20:00,5047.80,1124.67
2026-02-10,19:25:00,5048.60,1124.85
2026-02-10,19:30:00,5049.10,1124.96
2026-02-10,19:35:00,5049.20,1124.98
2026-02-10,19:40:00,5053.80,1126.01
2026-02-10,19:45:00,5048.20,1124.76
2026-02-10,19:50:00,5049.60,1125.07
2026-02-10,19:55:00,5057.20,1126.77
2026-02-10,20:00:00,5056.30,1126.57
2026-02-10,20:05:00,5056.60,1126.63
2026-02-10,20:10:00,5046.60,1124.41
2026-02-10,20:15:00,5044.40,1123.92
2026-02-10,20:20:00,5052.20,1125.65
2026-02-10,20:25:00,5050.20,1125.21
2026-02-10,20:30:00,5045.20,1124.09
2026-02-10,20:35:00,5044.60,1123.96
2026-02-10,20:40:00,5046.70,1124.43
2026-02-10,20:45:00,5036.10,1122.07
2026-02-10,20:50:00,5025.70,1119.75
2026-02-10,20:55:00,5024.10,1119.39
2026-02-10,21:00:00,5034.10,1121.62
2026-02-10,21:05:00,5032.00,1121.15
2026-02-10,21:10:00,5035.80,1122.00
2026-02-10,21:15:00,5042.80,1123.56
2026-02-10,21:20:00,5045.40,1124.14
2026-02-10,21:25:00,5043.10,1123.63
2026-02-10,21:30:00,5038.60,1122.62
2026-02-10,21:35:00,5058.90,1127.15
2026-02-10,21:40:00,5049.50,1125.05
2026-02-10,21:45:00,5054.10,1126.08
2026-02-10,21:50:00,5057.40,1126.81
2026-02-10,21:55:00,5055.10,1126.30
2026-02-10,22:00:00,5051.80,1125.56
2026-02-10,22:05:00,5049.60,1125.07
2026-02-10,22:10:00,5055.20,1126.32
2026-02-10,22:15:00,5056.20,1126.54
2026-02-10,22:20:00,5073.10,1130.31
2026-02-10,22:25:00,5071.30,1129.91
2026-02-10,22:30:00,5070.00,1129.62
2026-02-10,22:35:00,5075.90,1130.93
2026-02-10,22:40:00,5062.50,1127.95
2026-02-10,22:45:00,5055.60,1126.41
2026-02-10,22:50:00,5027.00,1120.04
2026-02-10,22:55:00,5037.60,1122.40
2026-02-10,23:00:00,5042.10,1123.40
2026-02-10,23:05:00,5031.60,1121.06
2026-02-10,23:10:00,5038.50,1122.60
2026-02-10,23:15:00,5041.60,1123.29
2026-02-10,23:20:00,5039.50,1122.82
2026-02-10,23:25:00,5047.40,1124.58
2026-02-10,23:30:00,5041.10,1123.18
2026-02-10,23:35:00,5031.40,1121.02
2026-02-10,23:40:00,5002.70,1114.62
2026-02-10,23:45:00,5019.50,1118.37
2026-02-10,23:50:00,5022.40,1119.01
2026-02-10,23:55:00,5023.10,1119.17
2026-02-11,00:00:00,5022.50,1119.04
2026-02-11,00:05:00,5017.00,1117.81
2026-02-11,00:10:00,5014.20,1117.19
2026-02-11,00:15:00,5023.80,1119.33
2026-02-11,00:20:00,5024.80,1119.55
2026-02-11,00:25:00,5012.80,1116.87
2026-02-11,00:30:00,5018.10,1118.06
2026-02-11,00:35:00,5020.00,1118.48
2026-02-11,00:40:00,5020.70,1118.63
2026-02-11,00:45:00,5018.00,1118.03
2026-02-11,00:50:00,5022.50,1119.04
2026-02-11,00:55:00,5024.20,1119.41
2026-02-11,01:00:00,5023.80,1119.33
2026-02-11,01:05:00,5027.50,1120.15
2026-02-11,01:10:00,5024.50,1119.48
2026-02-11,01:15:00,5027.00,1120.04
2026-02-11,01:20:00,5034.30,1121.66
2026-02-11,01:25:00,5033.60,1121.51
2026-02-11,01:30:00,5038.80,1122.67
2026-02-11,01:35:00,5035.80,1122.00
2026-02-11,01:40:00,5034.40,1121.69
2026-02-11,01:45:00,5040.00,1122.93
2026-02-11,01:50:00,5032.70,1121.31
2026-02-11,01:55:00,5030.00,1120.71
2026-02-11,02:00:00,5029.90,1120.68
2026-02-11,02:05:00,5025.20,1119.64
2026-02-11,02:10:00,5022.60,1119.06
2026-02-11,02:15:00,5015.70,1117.52
2026-02-11,02:20:00,5016.00,1117.59
2026-02-11,02:25:00,5012.00,1116.70
2026-02-11,02:30:00,5008.60,1115.94
2026-02-11,02:35:00,5009.80,1116.21
2026-02-11,02:40:00,5015.00,1117.36
2026-02-11,02:45:00,5015.50,1117.48
2026-02-11,02:50:00,5014.60,1117.28
2026-02-11,02:55:00,5012.80,1116.87
2026-02-11,03:00:00,5015.60,1117.50
2026-02-11,03:05:00,5013.00,1116.92
2026-02-11,03:10:00,5012.90,1116.90
2026-02-11,03:15:00,5012.70,1116.85
2026-02-11,03:20:00,5019.50,1118.37
2026-02-11,03:25:00,5020.10,1118.50
2026-02-11,03:30:00,5021.10,1118.72
2026-02-11,03:35:00,5027.20,1120.08
2026-02-11,03:40:00,5028.10,1120.28
2026-02-11,03:45:00,5026.60,1119.95
2026-02-11,03:50:00,5027.40,1120.13
2026-02-11,03:55:00,5030.00,1120.71
2026-02-11,04:00:00,5030.30,1120.77
2026-02-11,04:05:00,5027.60,1120.17
2026-02-11,04:10:00,5025.30,1119.66
2026-02-11,04:15:00,5027.50,1120.15
2026-02-11,04:20:00,5034.40,1121.69
2026-02-11,04:25:00,5031.30,1121.00
2026-02-11,04:30:00,5027.80,1120.22
2026-02-11,04:35:00,5031.10,1120.95
2026-02-11,04:40:00,5031.00,1120.93
2026-02-11,04:45:00,5034.00,1121.60
2026-02-11,04:50:00,5042.40,1123.47
2026-02-11,04:55:00,5036.30,1122.11
2026-02-11,05:00:00,5032.60,1121.29
2026-02-11,05:05:00,5028.30,1120.33
2026-02-11,05:10:00,5028.90,1120.46
2026-02-11,05:15:00,5030.20,1120.75
2026-02-11,05:20:00,5029.60,1120.62
2026-02-11,05:25:00,5028.00,1120.26
2026-02-11,05:30:00,5025.00,1119.59
2026-02-11,05:35:00,5027.70,1120.19
2026-02-11,05:40:00,5026.80,1119.99
2026-02-11,05:45:00,5026.70,1119.97
2026-02-11,05:50:00,5023.70,1119.30
2026-02-11,05:55:00,5027.70,1120.19
2026-02-11,06:00:00,5025.70,1119.75
2026-02-11,06:05:00,5026.80,1119.99
2026-02-11,06:10:00,5026.80,1119.99
2026-02-11,06:15:00,5026.80,1119.99
2026-02-11,06:20:00,5026.80,1119.99
2026-02-11,06:25:00,5026.80,1119.99
2026-02-11,06:30:00,5026.80,1119.99
2026-02-11,06:35:00,5026.80,1119.99
2026-02-11,06:40:00,5026.80,1119.99
2026-02-11,06:45:00,5026.80,1119.99
2026-02-11,06:50:00,5026.80,1119.99
2026-02-11,06:55:00,5026.80,1119.99
2026-02-11,07:00:00,5026.80,1119.99
2026-02-11,07:05:00,5037.00,1122.27
2026-02-11,07:10:00,5035.60,1121.95
2026-02-11,07:15:00,5035.50,1121.93
2026-02-11,07:20:00,5042.20,1123.42
2026-02-11,07:25:00,5054.30,1126.12
2026-02-11,07:30:00,5046.40,1124.36
2026-02-11,07:35:00,5044.40,1123.92
2026-02-11,07:40:00,5044.50,1123.94
2026-02-11,07:45:00,5043.80,1123.78
2026-02-11,07:50:00,5043.50,1123.71
2026-02-11,07:55:00,5042.30,1123.45
2026-02-11,08:00:00,5041.30,1123.22
2026-02-11,08:05:00,5041.70,1123.31
2026-02-11,08:10:00,5043.40,1123.69
2026-02-11,08:15:00,5039.00,1122.71
2026-02-11,08:20:00,5040.50,1123.05
2026-02-11,08:25:00,5037.80,1122.44
2026-02-11,08:30:00,5040.20,1121.36
2026-02-11,08:35:00,5046.20,1122.69
2026-02-11,08:40:00,5049.50,1123.43
2026-02-11,08:45:00,5046.60,1122.78
2026-02-11,08:50:00,5036.50,1120.54
2026-02-11,08:55:00,5039.70,1121.25
2026-02-11,09:00:00,5039.90,1121.29
2026-02-11,09:05:00,5046.30,1122.72
2026-02-11,09:10:00,5039.70,1121.25
2026-02-11,09:15:00,5046.00,1122.65
2026-02-11,09:20:00,5039.10,1121.11
2026-02-11,09:25:00,5040.30,1121.38
2026-02-11,09:30:00,5036.60,1120.56
2026-02-11,09:35:00,5040.70,1121.47
2026-02-11,09:40:00,5042.50,1121.87
2026-02-11,09:45:00,5046.60,1122.78
2026-02-11,09:50:00,5045.30,1122.49
2026-02-11,09:55:00,5047.90,1123.07
2026-02-11,10:00:00,5052.70,1124.14
2026-02-11,10:05:00,5047.50,1122.98
2026-02-11,10:10:00,5043.00,1121.98
2026-02-11,10:15:00,5038.80,1121.05
2026-02-11,10:20:00,5046.60,1122.78
2026-02-11,10:25:00,5045.80,1122.60
2026-02-11,10:30:00,5044.00,1122.20
2026-02-11,10:35:00,5046.10,1122.67
2026-02-11,10:40:00,5048.20,1123.14
2026-02-11,10:45:00,5054.40,1124.52
2026-02-11,10:50:00,5053.40,1124.30
2026-02-11,10:55:00,5056.00,1124.87
2026-02-11,11:00:00,5054.90,1124.63
2026-02-11,11:05:00,5055.30,1124.72
2026-02-11,11:10:00,5052.30,1124.05
2026-02-11,11:15:00,5051.50,1123.87
2026-02-11,11:20:00,5050.20,1123.58
2026-02-11,11:25:00,5059.00,1125.54
2026-02-11,11:30:00,5058.00,1125.32
2026-02-11,11:35:00,5057.50,1125.21
2026-02-11,11:40:00,5056.60,1125.01
2026-02-11,11:45:00,5057.40,1125.19
2026-02-11,11:50:00,5058.50,1125.43
2026-02-11,11:55:00,5056.30,1124.94
2026-02-11,12:00:00,5055.20,1124.70
2026-02-11,12:05:00,5057.60,1125.23
2026-02-11,12:10:00,5055.60,1124.79
2026-02-11,12:15:00,5055.10,1124.67
2026-02-11,12:20:00,5059.70,1125.70
2026-02-11,12:25:00,5058.70,1125.47
2026-02-11,12:30:00,5058.80,1125.50
2026-02-11,12:35:00,5058.50,1125.43
2026-02-11,12:40:00,5058.50,1125.43
2026-02-11,12:45:00,5054.00,1124.43
2026-02-11,12:50:00,5052.40,1124.07
2026-02-11,12:55:00,5047.20,1122.92
2026-02-11,13:00:00,5050.00,1123.54
2026-02-11,13:05:00,5047.50,1122.98
2026-02-11,13:10:00,5048.90,1123.29
2026-02-11,13:15:00,5050.40,1123.63
2026-02-11,13:20:00,5049.50,1123.43
2026-02-11,13:25:00,5051.60,1123.90
