日期,时间,金价(USD),金价(CNY)
2026-06-01,10:45:00,4525.10,984.94
2026-06-01,10:50:00,4523.40,984.57
2026-06-01,10:55:00,4524.60,984.83
2026-06-01,11:00:00,4524.10,984.72
2026-06-01,11:05:00,4526.20,985.17
2026-06-01,11:10:00,4520.50,983.93
2026-06-01,11:15:00,4521.20,984.09
2026-06-01,11:20:00,4519.90,983.80
2026-06-01,11:25:00,4520.00,983.82
2026-06-01,11:30:00,4521.00,984.04
2026-06-01,11:35:00,4523.80,984.65
2026-06-01,11:40:00,4518.60,983.52
2026-06-01,11:45:00,4512.80,982.26
2026-06-01,11:50:00,4513.50,982.41
2026-06-01,11:55:00,4514.60,982.65
2026-06-01,12:00:00,4516.10,982.98
2026-06-01,12:05:00,4519.40,983.69
2026-06-01,12:10:00,4516.10,982.98
2026-06-01,12:15:00,4515.90,982.93
2026-06-01,12:20:00,4519.50,983.72
2026-06-01,12:25:00,4518.40,983.48
2026-06-01,12:30:00,4516.50,983.06
2026-06-01,12:35:00,4516.50,983.06
2026-06-01,12:40:00,4514.90,982.71
2026-06-01,12:45:00,4516.90,983.15
2026-06-01,12:50:00,4512.00,982.08
2026-06-01,12:55:00,4513.70,982.45
2026-06-01,13:00:00,4515.40,982.82
2026-06-01,13:05:00,4516.90,983.15
2026-06-01,13:10:00,4518.80,983.56
2026-06-01,13:15:00,4519.10,983.63
2026-06-01,13:20:00,4522.60,984.39
2026-06-01,13:25:00,4523.40,984.57
2026-06-01,13:30:00,4522.70,984.41
2026-06-01,13:35:00,4515.70,982.89
2026-06-01,13:40:00,4520.00,983.82
2026-06-01,13:45:00,4520.70,983.98
2026-06-01,13:50:00,4521.70,984.19
2026-06-01,13:55:00,4523.60,984.61
2026-06-01,14:00:00,4521.90,984.24
2026-06-01,14:05:00,4517.30,983.24
2026-06-01,14:10:00,4518.40,983.48
2026-06-01,14:15:00,4515.40,982.82
2026-06-01,14:20:00,4513.40,982.39
2026-06-01,14:25:00,4507.90,981.19
2026-06-01,14:30:00,4514.10,982.54
2026-06-01,14:35:00,4512.50,982.19
2026-06-01,14:40:00,4505.30,980.63
2026-06-01,14:45:00,4505.60,980.69
2026-06-01,14:50:00,4504.40,980.43
2026-06-01,14:55:00,4504.10,980.36
2026-06-01,15:00:00,4503.50,980.23
2026-06-01,15:05:00,4508.30,981.28
2026-06-01,15:10:00,4509.60,981.56
2026-06-01,15:15:00,4509.80,981.60
2026-06-01,15:20:00,4506.90,980.97
2026-06-01,15:25:00,4506.00,980.78
2026-06-01,15:30:00,4505.00,980.56
2026-06-01,15:35:00,4506.10,980.80
2026-06-01,15:40:00,4504.00,980.34
2026-06-01,15:45:00,4501.70,979.84
2026-06-01,15:50:00,4496.40,978.69
2026-06-01,15:55:00,4496.00,978.60
2026-06-01,16:00:00,4501.90,979.89
2026-06-01,16:05:00,4499.20,979.30
2026-06-01,16:10:00,4495.60,978.51
2026-06-01,16:15:00,4498.10,979.06
2026-06-01,16:20:00,4495.10,978.41
2026-06-01,16:25:00,4493.10,977.97
2026-06-01,16:30:00,4495.40,978.47
2026-06-01,16:35:00,4495.70,978.54
2026-06-01,16:40:00,4495.10,978.41
2026-06-01,16:45:00,4501.50,979.80
2026-06-01,16:50:00,4502.50,980.02
2026-06-01,16:55:00,4498.60,979.17
2026-06-01,17:00:00,4498.20,979.08
2026-06-01,17:05:00,4500.00,979.47
2026-06-01,17:10:00,4500.60,979.60
2026-06-01,17:15:00,4500.30,979.54
2026-06-01,17:20:00,4506.50,980.89
2026-06-01,17:25:00,4501.80,979.86
2026-06-01,17:30:00,4498.30,979.10
2026-06-01,17:35:00,4493.20,977.99
2026-06-01,17:40:00,4498.30,979.10
2026-06-01,17:45:00,4498.30,979.10
2026-06-01,17:50:00,4498.10,979.06
2026-06-01,17:55:00,4498.40,979.12
2026-06-01,18:00:00,4496.80,978.78
2026-06-01,18:05:00,4499.20,979.30
2026-06-01,18:10:00,4501.50,979.80
2026-06-01,18:15:00,4502.40,979.99
2026-06-01,18:20:00,4501.90,979.89
2026-06-01,18:25:00,4500.60,979.60
2026-06-01,18:30:00,4504.20,980.39
2026-06-01,18:35:00,4505.80,980.73
2026-06-01,18:40:00,4505.60,980.69
2026-06-01,18:45:00,4507.10,981.02
2026-06-01,18:50:00,4510.90,981.84
2026-06-01,18:55:00,4508.80,981.39
2026-06-01,19:00:00,4504.50,980.45
2026-06-01,19:05:00,4502.40,979.99
2026-06-01,19:10:00,4504.70,980.49
2026-06-01,19:15:00,4505.10,980.58
2026-06-01,19:20:00,4507.90,981.19
2026-06-01,19:25:00,4514.00,982.52
2026-06-01,19:30:00,4513.00,982.30
2026-06-01,19:35:00,4508.40,981.30
2026-06-01,19:40:00,4508.20,981.26
2026-06-01,19:45:00,4509.20,981.47
2026-06-01,19:50:00,4510.30,981.71
2026-06-01,19:55:00,4508.40,981.30
2026-06-01,20:00:00,4506.60,980.91
2026-06-01,20:05:00,4506.80,980.95
2026-06-01,20:10:00,4508.90,981.41
2026-06-01,20:15:00,4506.30,980.84
2026-06-01,20:20:00,4503.90,980.32
2026-06-01,20:25:00,4501.30,979.75
2026-06-01,20:30:00,4508.20,981.26
2026-06-01,20:35:00,4501.90,979.89
2026-06-01,20:40:00,4503.50,980.23
2026-06-01,20:45:00,4502.60,980.04
2026-06-01,20:50:00,4508.00,981.21
2026-06-01,20:55:00,4507.80,981.17
2026-06-01,21:00:00,4501.80,979.86
2026-06-01,21:05:00,4501.20,979.73
2026-06-01,21:10:00,4503.00,980.12
2026-06-01,21:15:00,4478.80,974.86
2026-06-01,21:20:00,4488.90,977.06
2026-06-01,21:25:00,4471.10,973.18
2026-06-01,21:30:00,4464.00,971.64
2026-06-01,21:35:00,4468.10,972.53
2026-06-01,21:40:00,4474.70,973.96
2026-06-01,21:45:00,4468.70,972.66
2026-06-01,21:50:00,4468.80,972.68
2026-06-01,21:55:00,4456.80,970.07
2026-06-01,22:00:00,4452.40,969.11
2026-06-01,22:05:00,4451.80,968.98
2026-06-01,22:10:00,4459.00,970.55
2026-06-01,22:15:00,4461.30,971.05
2026-06-01,22:20:00,4455.40,969.76
2026-06-01,22:25:00,4459.20,970.59
2026-06-01,22:30:00,4456.20,969.94
2026-06-01,22:35:00,4457.60,970.24
2026-06-01,22:40:00,4456.40,969.98
2026-06-01,22:45:00,4461.10,971.00
2026-06-01,22:50:00,4457.90,970.31
2026-06-01,22:55:00,4456.10,969.92
2026-06-01,23:00:00,4457.80,970.29
2026-06-01,23:05:00,4459.10,970.57
2026-06-01,23:10:00,4463.30,971.48
2026-06-01,23:15:00,4465.70,972.01
2026-06-01,23:20:00,4465.90,972.05
2026-06-01,23:25:00,4468.30,972.57
2026-06-01,23:30:00,4468.30,972.57
2026-06-01,23:35:00,4477.30,974.53
2026-06-01,23:40:00,4476.80,974.42
2026-06-01,23:45:00,4474.30,973.88
2026-06-01,23:50:00,4470.60,973.07
2026-06-01,23:55:00,4472.40,973.46
2026-06-02,00:00:00,4474.70,973.96
2026-06-02,00:05:00,4473.80,973.77
2026-06-02,00:10:00,4470.10,972.96
2026-06-02,00:15:00,4468.50,972.62
2026-06-02,00:20:00,4465.00,971.85
2026-06-02,00:25:00,4467.50,972.40
2026-06-02,00:30:00,4468.20,972.55
2026-06-02,00:35:00,4470.80,973.12
2026-06-02,00:40:00,4470.60,973.07
2026-06-02,00:45:00,4469.90,972.92
2026-06-02,00:50:00,4472.30,973.44
2026-06-02,00:55:00,4478.60,974.81
2026-06-02,01:00:00,4480.50,975.23
2026-06-02,01:05:00,4477.30,974.53
2026-06-02,01:10:00,4473.80,973.77
2026-06-02,01:15:00,4477.00,974.47
2026-06-02,01:20:00,4474.70,973.96
2026-06-02,01:25:00,4476.90,974.44
2026-06-02,01:30:00,4477.00,974.47
2026-06-02,01:35:00,4483.40,975.86
2026-06-02,01:40:00,4483.50,975.88
2026-06-02,01:45:00,4489.50,977.19
2026-06-02,01:50:00,4494.50,978.27
2026-06-02,01:55:00,4492.10,977.75
2026-06-02,02:00:00,4488.80,977.03
2026-06-02,02:05:00,4487.90,976.84
2026-06-02,02:10:00,4489.20,977.12
2026-06-02,02:15:00,4489.30,977.14
2026-06-02,02:20:00,4489.10,977.10
2026-06-02,02:25:00,4489.70,977.23
2026-06-02,02:30:00,4487.70,976.79
2026-06-02,02:35:00,4487.40,976.73
2026-06-02,02:40:00,4487.70,976.79
2026-06-02,02:45:00,4488.60,976.99
2026-06-02,02:50:00,4489.10,977.10
2026-06-02,02:55:00,4488.80,977.03
2026-06-02,03:00:00,4488.50,976.97
2026-06-02,03:05:00,4488.30,976.93
2026-06-02,03:10:00,4487.00,976.64
2026-06-02,03:15:00,4487.50,976.75
2026-06-02,03:20:00,4487.40,976.73
2026-06-02,03:25:00,4486.60,976.56
2026-06-02,03:30:00,4486.50,976.53
2026-06-02,03:35:00,4484.90,976.19
2026-06-02,03:40:00,4486.20,976.47
2026-06-02,03:45:00,4485.10,976.23
2026-06-02,03:50:00,4484.80,976.16
2026-06-02,03:55:00,4481.20,975.38
2026-06-02,04:00:00,4481.60,975.47
2026-06-02,04:05:00,4484.50,976.10
2026-06-02,04:10:00,4484.30,976.05
2026-06-02,04:15:00,4484.50,976.10
2026-06-02,04:20:00,4484.60,976.12
2026-06-02,04:25:00,4483.60,975.90
2026-06-02,04:30:00,4484.00,975.99
2026-06-02,04:35:00,4485.70,976.36
2026-06-02,04:40:00,4484.80,976.16
2026-06-02,04:45:00,4483.90,975.97
2026-06-02,04:50:00,4484.00,975.99
2026-06-02,04:55:00,4483.80,975.95
2026-06-02,05:00:00,4485.60,976.34
2026-06-02,05:05:00,4486.10,976.45
2026-06-02,05:10:00,4486.10,976.45
2026-06-02,05:15:00,4486.10,976.45
2026-06-02,05:20:00,4486.10,976.45
2026-06-02,05:25:00,4486.10,976.45
2026-06-02,05:30:00,4486.10,976.45
2026-06-02,05:35:00,4486.10,976.45
2026-06-02,05:40:00,4486.10,976.45
2026-06-02,05:45:00,4486.10,976.45
2026-06-02,05:50:00,4486.10,976.45
2026-06-02,05:55:00,4486.10,976.45
2026-06-02,06:00:00,4486.10,976.45
2026-06-02,06:05:00,4485.90,976.40
2026-06-02,06:10:00,4483.70,975.92
2026-06-02,06:15:00,4485.60,976.34
2026-06-02,06:20:00,4485.70,976.36
2026-06-02,06:25:00,4483.80,975.95
2026-06-02,06:30:00,4483.20,975.82
2026-06-02,06:35:00,4484.30,976.05
2026-06-02,06:40:00,4483.10,975.79
2026-06-02,06:45:00,4483.20,975.82
2026-06-02,06:50:00,4486.40,976.51
2026-06-02,06:55:00,4484.70,976.14
2026-06-02,07:00:00,4486.30,976.49
2026-06-02,07:05:00,4488.10,976.88
2026-06-02,07:10:00,4487.20,976.69
2026-06-02,07:15:00,4486.80,976.60
2026-06-02,07:20:00,4487.80,976.82
2026-06-02,07:25:00,4488.50,976.97
2026-06-02,07:30:00,4488.90,977.06
2026-06-02,07:35:00,4487.10,976.66
2026-06-02,07:40:00,4485.10,976.23
2026-06-02,07:45:00,4487.40,976.73
2026-06-02,07:50:00,4483.40,975.86
2026-06-02,07:55:00,4485.20,976.25
2026-06-02,00:05:00,4483.80,977.39
2026-06-02,00:10:00,4478.80,976.30
2026-06-02,00:15:00,4482.00,976.99
2026-06-02,00:20:00,4483.60,977.34
2026-06-02,00:25:00,4488.80,978.48
2026-06-02,00:30:00,4492.80,979.35
2026-06-02,00:35:00,4493.40,979.48
2026-06-02,00:40:00,4491.10,978.98
2026-06-02,00:45:00,4487.50,978.19
2026-06-02,00:50:00,4486.10,977.89
2026-06-02,00:55:00,4484.00,977.43
2026-06-02,00:00:00,4483.80,977.39
2026-06-02,00:05:00,4485.00,977.65
2026-06-02,00:10:00,4483.20,977.26
2026-06-02,00:15:00,4490.50,978.85
2026-06-02,00:20:00,4483.10,977.23
2026-06-02,00:25:00,4484.50,977.54
2026-06-02,00:30:00,4490.50,978.85
2026-06-02,00:35:00,4488.90,978.50
2026-06-02,00:40:00,4482.70,977.15
2026-06-02,00:45:00,4484.30,977.50
2026-06-02,00:50:00,4472.90,975.01
2026-06-02,00:55:00,4468.90,974.14
2026-06-02,10:00:00,4477.30,975.97
2026-06-02,10:05:00,4476.30,975.75
2026-06-02,10:10:00,4475.40,975.56
2026-06-02,10:15:00,4478.80,976.30
2026-06-02,10:20:00,4482.30,977.06
2026-06-02,10:25:00,4485.00,977.65
2026-06-02,10:30:00,4485.40,977.74
2026-06-02,10:35:00,4481.50,976.89
2026-06-02,10:40:00,4483.40,977.30
2026-06-02,10:45:00,4477.60,976.04
2026-06-02,10:50:00,4476.60,975.82
2026-06-02,10:55:00,4480.90,976.76
2026-06-02,11:00:00,4487.20,978.13
2026-06-02,11:05:00,4488.60,978.43
2026-06-02,11:10:00,4489.70,978.67
2026-06-02,11:15:00,4489.80,978.70
2026-06-02,11:20:00,4491.50,979.07
2026-06-02,11:25:00,4487.50,978.19
2026-06-02,11:30:00,4496.60,980.18
2026-06-02,11:35:00,4500.20,980.96
2026-06-02,11:40:00,4496.10,980.07
2026-06-02,11:45:00,4497.20,980.31
2026-06-02,11:50:00,4498.90,980.68
2026-06-02,11:55:00,4498.70,980.64
2026-06-02,12:00:00,4499.40,980.79
2026-06-02,12:05:00,4501.80,981.31
2026-06-02,12:10:00,4502.90,981.55
2026-06-02,12:15:00,4505.40,982.10
2026-06-02,12:20:00,4510.80,983.27
2026-06-02,12:25:00,4508.10,982.68
2026-06-02,12:30:00,4506.40,982.31
2026-06-02,12:35:00,4507.10,982.47
2026-06-02,12:40:00,4508.90,982.86
2026-06-02,12:45:00,4511.90,983.51
2026-06-02,12:50:00,4514.30,984.04
2026-06-02,12:55:00,4514.30,984.04
2026-06-02,13:00:00,4518.70,984.99
2026-06-02,13:05:00,4518.10,984.86
2026-06-02,13:10:00,4518.00,984.84
2026-06-02,13:15:00,4518.10,984.86
2026-06-02,13:20:00,4520.30,985.34
2026-06-02,13:25:00,4519.60,985.19
2026-06-02,13:30:00,4521.90,985.69
2026-06-02,13:35:00,4524.10,986.17
2026-06-02,13:40:00,4525.20,986.41
2026-06-02,13:45:00,4524.70,986.30
2026-06-02,13:50:00,4523.90,986.13
2026-06-02,13:55:00,4521.80,985.67
2026-06-02,14:00:00,4519.20,985.10
2026-06-02,14:05:00,4521.10,985.52
2026-06-02,14:10:00,4523.70,986.08
2026-06-02,14:15:00,4521.50,985.61
2026-06-02,14:20:00,4523.30,986.00
2026-06-02,14:25:00,4531.50,987.78
2026-06-02,14:30:00,4533.90,988.31
2026-06-02,14:35:00,4535.70,988.70
2026-06-02,14:40:00,4536.50,988.87
2026-06-02,14:45:00,4533.50,988.22
2026-06-02,14:50:00,4534.80,988.50
2026-06-02,14:55:00,4533.70,988.26
2026-06-02,15:00:00,4536.20,988.81
2026-06-02,15:05:00,4535.60,988.68
2026-06-02,15:10:00,4537.10,989.01
2026-06-02,15:15:00,4539.80,989.59
2026-06-02,15:20:00,4541.00,989.86
2026-06-02,15:25:00,4538.20,989.25
2026-06-02,15:30:00,4534.50,988.44
2026-06-02,15:35:00,4534.50,988.44
2026-06-02,15:40:00,4534.60,988.46
2026-06-02,15:45:00,4532.50,988.00
2026-06-02,15:50:00,4531.90,987.87
2026-06-02,15:55:00,4529.20,987.28
2026-06-02,16:00:00,4535.30,988.61
2026-06-02,16:05:00,4535.40,988.64
2026-06-02,16:10:00,4537.40,989.07
2026-06-02,16:15:00,4537.00,988.98
2026-06-02,16:20:00,4533.40,988.20
2026-06-02,16:25:00,4534.90,988.53
2026-06-02,16:30:00,4533.20,988.16
2026-06-02,16:35:00,4533.30,988.18
2026-06-02,16:40:00,4531.00,987.68
2026-06-02,16:45:00,4530.50,987.57
2026-06-02,16:50:00,4529.10,987.26
2026-06-02,16:55:00,4530.30,987.52
2026-06-02,17:00:00,4527.80,986.98
2026-06-02,17:05:00,4528.00,987.02
2026-06-02,17:10:00,4530.30,987.52
2026-06-02,17:15:00,4534.40,988.42
2026-06-02,17:20:00,4535.30,988.61
2026-06-02,17:25:00,4530.10,987.48
2026-06-02,17:30:00,4528.70,987.17
2026-06-02,17:35:00,4527.50,986.91
2026-06-02,17:40:00,4525.20,986.41
2026-06-02,17:45:00,4525.30,986.43
2026-06-02,17:50:00,4527.60,986.93
2026-06-02,18:00:00,4529.30,987.31
2026-06-02,18:05:00,4529.40,987.33
2026-06-02,18:10:00,4530.30,987.52
2026-06-02,18:15:00,4529.90,987.44
2026-06-02,18:20:00,4529.70,987.39
2026-06-02,18:25:00,4527.00,986.80
2026-06-02,18:30:00,4529.20,987.28
2026-06-02,18:35:00,4529.10,987.26
2026-06-02,18:40:00,4526.70,986.74
2026-06-02,18:45:00,4528.20,987.07
2026-06-02,18:50:00,4532.30,987.96
2026-06-02,18:55:00,4532.00,987.89
2026-06-02,19:00:00,4534.30,988.40
2026-06-02,19:05:00,4535.10,988.57
2026-06-02,19:10:00,4531.00,987.68
2026-06-02,19:15:00,4530.20,987.50
2026-06-02,19:20:00,4529.80,987.41
2026-06-02,19:25:00,4529.10,987.26
2026-06-02,19:30:00,4530.20,987.50
2026-06-02,19:35:00,4531.70,987.83
2026-06-02,19:40:00,4528.20,987.07
2026-06-02,19:45:00,4529.30,987.31
2026-06-02,19:50:00,4529.50,987.35
2026-06-02,19:55:00,4529.90,987.44
2026-06-02,20:00:00,4528.00,987.02
2026-06-02,20:05:00,4529.30,987.31
2026-06-02,20:10:00,4528.60,987.15
2026-06-02,20:15:00,4528.50,987.13
2026-06-02,20:20:00,4527.80,986.98
2026-06-02,20:25:00,4531.10,987.70
2026-06-02,20:30:00,4529.60,987.37
2026-06-02,20:35:00,4527.80,986.98
2026-06-02,20:40:00,4525.60,986.50
2026-06-02,20:45:00,4525.60,986.50
2026-06-02,20:50:00,4524.40,986.24
2026-06-02,20:55:00,4517.70,984.78
2026-06-02,21:00:00,4515.30,984.25
2026-06-02,21:05:00,4520.10,985.30
2026-06-02,21:10:00,4516.00,984.41
2026-06-02,21:15:00,4514.80,984.14
2026-06-02,21:20:00,4514.70,984.12
2026-06-02,21:25:00,4513.10,983.77
2026-06-02,21:30:00,4513.50,983.86
2026-06-02,21:35:00,4509.70,983.03
2026-06-02,21:40:00,4509.40,982.97
2026-06-02,21:45:00,4512.00,983.53
2026-06-02,21:50:00,4509.60,983.01
2026-06-02,21:55:00,4510.90,983.29
2026-06-02,22:00:00,4505.80,982.18
2026-06-02,22:05:00,4505.80,982.18
2026-06-02,22:10:00,4504.50,981.90
2026-06-02,22:15:00,4506.50,982.34
2026-06-02,22:20:00,4496.40,980.13
2026-06-02,22:25:00,4493.00,979.39
2026-06-02,22:30:00,4497.20,980.31
2026-06-02,22:35:00,4500.40,981.01
2026-06-02,22:40:00,4504.20,981.83
2026-06-02,22:45:00,4503.30,981.64
2026-06-02,22:50:00,4505.30,982.07
2026-06-02,22:55:00,4503.80,981.75
2026-06-02,23:00:00,4502.70,981.51
2026-06-02,23:05:00,4505.00,982.01
2026-06-02,23:10:00,4508.10,982.68
2026-06-02,23:15:00,4503.90,981.77
2026-06-02,23:20:00,4505.40,982.10
2026-06-02,23:25:00,4503.80,981.75
2026-06-02,23:30:00,4505.40,982.10
2026-06-02,23:35:00,4507.90,982.64
2026-06-02,23:40:00,4507.60,982.58
2026-06-02,23:45:00,4504.40,981.88
2026-06-02,23:50:00,4505.90,982.20
2026-06-02,23:55:00,4505.20,982.05
2026-06-03,00:00:00,4503.60,981.70
2026-06-03,00:05:00,4501.70,981.29
2026-06-03,00:10:00,4501.30,981.20
2026-06-03,00:15:00,4500.40,981.01
2026-06-03,00:20:00,4495.90,980.02
2026-06-03,00:25:00,4496.80,980.22
2026-06-03,00:30:00,4492.70,979.33
2026-06-03,00:35:00,4491.70,979.11
2026-06-03,00:40:00,4487.60,978.22
2026-06-03,00:45:00,4490.50,978.85
2026-06-03,00:50:00,4492.10,979.20
2026-06-03,00:55:00,4491.20,979.00
2026-06-03,01:00:00,4492.20,979.22
2026-06-03,01:05:00,4491.60,979.09
2026-06-03,01:10:00,4490.60,978.87
2026-06-03,01:15:00,4489.20,978.56
2026-06-03,01:20:00,4489.00,978.52
2026-06-03,01:25:00,4489.20,978.56
2026-06-03,01:30:00,4490.50,978.85
2026-06-03,01:35:00,4492.40,979.26
2026-06-03,01:40:00,4484.30,977.50
2026-06-03,01:45:00,4486.00,977.87
2026-06-03,01:50:00,4486.40,977.95
2026-06-03,01:55:00,4485.30,977.71
2026-06-03,02:00:00,4485.60,977.78
2026-06-03,02:05:00,4487.50,978.19
2026-06-03,02:10:00,4488.10,978.32
2026-06-03,02:15:00,4487.10,978.11
2026-06-03,02:20:00,4487.20,978.13
2026-06-03,02:25:00,4488.30,978.37
2026-06-03,02:30:00,4490.30,978.80
2026-06-03,02:35:00,4489.50,978.63
2026-06-03,02:40:00,4486.10,977.89
2026-06-03,02:45:00,4480.30,976.62
2026-06-03,02:50:00,4486.30,977.93
2026-06-03,02:55:00,4489.70,978.67
2026-06-03,03:00:00,4488.80,978.48
2026-06-03,03:05:00,4489.80,978.70
2026-06-03,03:10:00,4489.50,978.63
2026-06-03,03:15:00,4488.90,978.50
2026-06-03,03:20:00,4487.90,978.28
2026-06-03,03:25:00,4487.80,978.26
2026-06-03,03:30:00,4489.50,978.63
2026-06-03,03:35:00,4487.30,978.15
2026-06-03,03:40:00,4485.70,977.80
2026-06-03,03:45:00,4487.70,978.24
2026-06-03,03:50:00,4488.40,978.39
2026-06-03,03:55:00,4487.60,978.22
2026-06-03,04:00:00,4488.60,978.43
2026-06-03,04:05:00,4488.40,978.39
2026-06-03,04:10:00,4489.60,978.65
2026-06-03,04:15:00,4490.60,978.87
2026-06-03,04:20:00,4491.50,979.07
2026-06-03,04:25:00,4490.80,978.91
2026-06-03,04:30:00,4491.00,978.96
2026-06-03,04:35:00,4491.10,978.98
2026-06-03,04:40:00,4491.10,978.98
2026-06-03,04:45:00,4490.60,978.87
2026-06-03,04:50:00,4490.70,978.89
2026-06-03,04:55:00,4489.30,978.59
2026-06-03,05:00:00,4489.20,978.56
